park_code,price_type,cost,fee_type,pass_category,description,id 
grfa,fee,100.00,Entrance - Non-commercial Groups,,"Includes church groups, college/school groups, scouts, service organizations, military, etc.

All holders of annual passes and those under 15 years old will be exempt from payment of fees.

Non-Commercial Groups in vehicles with a capacity of 15 or less are charged the $20.00 vehicle permit. Vehicles with a capacity of 16 or more are charged a fee of $10.00 per person. Removal of seats from a vehicle does not then qualify for the lower rate.

The total fee will not exceed the $100 fee per vehicle.",222834EF-BC25-4F68-91EC-54BC3182DE12
grfa,fee,40.00,Commercial Entrance - Van,,Vehicles with capacity of 7-25 passengers: $40. (No per person fee),3C611A5F-28CC-418B-8D80-03E463644B36
grfa,fee,40.00,Commercial Entrance - Mini-bus,,Vehicles with capacity of 7-25 passengers: $40. (No per person fee),A2024B7A-5EF8-4B34-8DAC-FAFBFD8D2052
grfa,fee,25.00,Commercial Entrance - Sedan,,Vehicles with capacity of 1-6 passengers: $25 plus $3 per person.,04949AD3-E00B-4E8E-9D82-82B33D15D01D
grfa,fee,100.00,Commercial Entrance - Motor Coach,,Vehicles with capacity of 26+: $100. (No per person fee),FC813173-BFF1-4B5B-8AF6-6304D385A8B9
grfa,pass,35.00,,Annual Entrance - Park,"Valid for twelve months from the date of purchase. Pass is valid at Great Falls Park and C&O Canal National Historical Park for entrance fees only. Admits the pass holder and occupants of a single, private non-commercial vehicle OR pass holder and three person (16 and older) where per person entrance fees are charged. Not valid for organized groups or concession operated facilities or activities.",36B55A94-0E89-488A-9542-C233DD63E69A
grsa,fee,25.00,Entrance - Private Vehicle,,"Fees are charged only when the entrance station is open in the spring, summer, and fall seasons or when the visitor center is open in the winter season. Fees can be paid by cash, check, or credit card. Passes may also be purchased in advance online through recreation.gov .",603B11A6-F2A4-49BE-BFF8-9B512CBDC8AD
grsa,fee,15.00,Entrance - Non-commercial Groups,,"15+ passenger vehicle, age 16+",E0E467B9-85EF-47DE-9578-A5AEBCF00056
grsa,fee,20.00,Entrance - Motorcycle,,"Motorcycle and riders
Valid up to 7 days",7D862E82-79DC-4DE5-9308-15884BC5EFB0
grsa,fee,25.00,Commercial Entrance - Sedan,,This fee is for a commercial group of 1-6 people in a smaller vehicle. Valid for 7 days.,6D629172-BF37-45EF-A359-98D0C428AD74
grsa,fee,40.00,Commercial Entrance - Van,,This fee is for a commercial group of 7-15 persons in a van. Valid for 7 days.,B5B726A7-B311-4540-82DD-B806912D225D
grsa,fee,40.00,Commercial Entrance - Mini-bus,,This fee is for a commercial group of 16-25 persons in a mini-bus. Valid for 7 days.,2E9788D9-EE3B-4392-95F4-BE5CA522A29A
grsa,fee,100.00,Commercial Entrance - Motor Coach,,This fee is for a commercial motor coach with 26+ capacity. Valid for 7 days.,4BE07200-155D-4F8A-A6A5-AB06982C20C5
grsa,fee,15.00,Entrance - Per Person,,Entrance Fee for Bicycles or Walk-In Visitors,747844DD-546C-42B0-8814-8C421D8732C1
grsa,pass,45.00,,Annual Entrance - Park,"If you visit Great Sand Dunes more than once in a year, consider purchasing an annual pass to save money. The Great Sand Dunes Annual Pass admits the pass holder(s) and all family members in the vehicle into the park for one year from date of purchase.",63EE987A-D628-4E96-921C-31C8C8D8A532
grte,fee,35.00,Entrance - Private Vehicle,,"Park entrance fee for 7 days for a private, non-commercial vehicle.",3330AED2-64EE-4494-A0E8-D39DD58763EF
grte,fee,30.00,Entrance - Motorcycle,,Park entrance for 7 days per private motorcycle.,738068EC-84A4-4609-B737-92283B9F68ED
grte,fee,20.00,Entrance - Per Person,,"Park entrance fee for 7 days for each visitor 16 years and older entering by foot, bicycle, ski, etc.",C73AB13B-BD68-4B3D-8AD9-71BEB87E3ACB
grte,fee,25.00,Commercial Entrance - Sedan,,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. 

The cost is $25 + $20 per person. Pass is good for seven days as long as it's the same passenger group.",127AC167-C419-4143-99F0-D2CF272EA809
grte,fee,125.00,Commercial Entrance - Van,,"Based upon the total capacity of a vehicle that can carry 7-15 passengers, regardless of the actual number of passengers. 

A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. 

Pass is good for seven days as long as it's the same passenger group.",243E9E3C-B04F-4781-854E-48F40CF776DC
grte,fee,200.00,Commercial Entrance - Mini-bus,,"Based upon the total capacity of a vehicle that can carry 16-25 passengers, regardless of the actual number of passengers. 

A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. 

Pass is good for seven days as long as it's the same passenger group.",77445471-E73D-41D5-A53A-7B8411160A33
grte,fee,300.00,Commercial Entrance - Motor Coach,,"Based upon the total capacity of a vehicle that can carry 26 or more passengers, regardless of the actual number of passengers. 

A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. 

Pass is good for seven days as long as it's the same passenger group.",92130F23-5681-46EE-A34D-BE2557A35308
grte,fee,0.00,Entrance - Education/Academic Groups,,"Schools or other bona fide educational institutions (accredited, officially recognized, or tax exempt for educational purposes) may request an educational fee waiver. The fee waiver will allow qualifying groups free entry into the park for educational or scientific purposes. Prior approval required before entry to park. See additional <a href=""https://www.nps.gov/grte/planyourvisit/eduwaiver.htm"">Education Fee Waiver</a> page.",C19530E5-4DAA-454D-A052-C88EA7DA53A6
grte,pass,70.00,,Annual Entrance - Park,Pass is valid for one year through the month of purchase. Park Annual Pass provides entrance to pass holder and accompanying passengers in a single private non-commercial vehicle to Grand Teton National Park. Purchase your pass at one of Grand Teton's park entrances and permits desks at the Craig Thomas Discovery and Visitor Center and the Colter Bay Visitor Center.,749EEB6B-94A9-4885-8980-3438F7625630
guis,fee,25.00,Entrance - Private Vehicle,,"Cost for up to six people in one vehicle. Good for seven days into any fee area in Florida, (Opal Beach, Johnson Beach, Fort Pickens).",845AFBBE-7792-4A7A-B8C9-F126596FFF74
guis,fee,20.00,Entrance - Motorcycle,,"Fees are required at Fort Pickens Area, Opal Beach Complex Area, and Johnson Beach Area in Florida. Additional fees to ride the ferry.",B143B500-1178-4859-A6A0-0FBE3B37441A
guis,fee,15.00,Entrance - Per Person,,"Fees are required at Fort Pickens Area, Opal Beach Complex Area, and Johnson Beach Area in Florida. Additional fees to ride the ferry.",ADE6B180-C8EF-4C64-98FA-1DFFB9D830F9
guis,pass,45.00,,Annual Entrance - Park,"Good for 365 days from purchase. Non-replaceable if lost. Keep receipt as second proof of purchase.
Design specific to the park and changes annually.",2BCD8E9A-F2D2-4EF6-A393-C386E0BE1DC1
gumo,fee,10.00,Entrance - Per Person,,"An entrance fee of $10 per person (16 years of age and older) is required; entrance fees/passes permit 1-7 consecutive days of use in this national park. Holders of the Annual, Senior, Military, 4th grade and Access Pass can bring in 3 adults free of charge under their pass. Any pass must be displayed in a vehicle while in the national park.",A96A6C59-4D81-4C89-813D-8728AB3FA5B7
gumo,fee,0.00,Entrance - Education/Academic Groups,,"Entrance fee waivers are available to groups when the purpose of their visit is educational rather than recreational. Completed applications along with required documentation must be submitted via email. 
Fee waiver requests must be submitted at least six weeks before a scheduled visit to allow for consideration.",C19A743A-39BB-41BF-A497-CB220381E941
gumo,pass,35.00,,Annual Entrance - Park,This pass is valid for entrance into Guadalupe Mountains National Park for one year from the month of purchase. The pass admits up to four adults in a private vehicle and is non-transferable; visitors under 16 years of age are free. You can purchase this pass at the Pine Springs Visitor Center.,1AC6A142-37B1-42E1-B3B1-FD9B1BBBD6C3
hafe,fee,20.00,Entrance - Private Vehicle,,"For a single, private vehicle. Excludes group tours and 7+ passenger vans. Entrance passes are valid for three consecutive days, beginning on date of purchase and are required in all park areas. Fees are payable at the Entrance Station near the park's visitor center, Bolivar Heights, Maryland Heights, Harpers Ferry Train Station, and River Access Parking Lot.",0F052710-4A52-4F9A-AFD4-97141A1455B4
hafe,fee,15.00,Entrance - Motorcycle,,"Entrance passes are valid for three consecutive days, beginning on date of purchase and are required in all park areas. Fees are payable at the Entrance Station near the park's visitor center, Bolivar Heights, Maryland Heights, Harpers Ferry Train Station, and River Access Parking Lot.",AE039748-BD5F-43FE-863F-78F9534CA830
hafe,fee,10.00,Entrance - Per Person,,"Persons arriving on foot or on bicycle are required to pay the per-person fee. Entrance passes are valid for three consecutive days, beginning on date of purchase and are required in all park areas. Fees are payable at the Entrance Station near the park's visitor center, Bolivar Heights, Maryland Heights, Harpers Ferry Train Station, and River Access Parking Lot.",9E45244F-207B-413F-BC97-EA327EC18CD9
hafe,pass,35.00,,Annual Entrance - Park,"Valid for one year from month of purchase for Harpers Ferry NHP only. Admits pass-holder and passengers in a single, private vehicle (excluding groups) or immediate family if entering by other means. Nontransferable. Hard copies of the annual pass can be purchased at the Entrance Station near the park's visitor center. The digital version of the annual pass can be purchased online at the link above.",3789F5A1-44D2-45B9-AF6B-01C97DA53BC0
hale,fee,25.00,Entrance - Motorcycle,,"Valid for three days. Admits a private, non-commercial motorcycle to Haleakalā National Park including both the Summit and Kīpahulu Districts.",B6E2396D-329A-43FF-8343-D7B00C98681E
hale,fee,30.00,Entrance - Private Vehicle,,"Valid for three days. Admits private, non-commercial vehicle (14 max capacity or less) and all occupants to Haleakalā National Park including both the Summit and Kīpahulu Districts.",136C29B2-6F4C-4CA4-A97E-593F2DAA1AD9
