wheelchair,latitude,longitude,accomm_type,state,name,street,house_number,city,website,phone 
yes,-97.6756523,30.4021913,hotel,TX,Hilton Garden Inn Austin North,North Interstate 35,12400,Austin,https://www.hilton.com/en/hotels/ausangi-hilton-garden-inn-austin-north/,+1-512-339-3626
yes,-145.52046,62.5258556,caravan_site,,Sourdough Creek Campground,Richardson Highway,Milepost 147.5,,,
yes,-88.8411183,42.2552338,apartment,IL,Pearl Place Senior Apartments,Pearl Street,520,Belvidere,,
yes,-85.1857793,42.3244155,hotel,MI,Baymont Inn & Suites,Van Buren Street West,182,Battle Creek,https://www.wyndhamhotels.com/baymont/battle-creek-michigan/baymont-inn-suites-battle-creek-downtown/overview,+1 269-261-0137
yes,-74.1652055,40.7354226,hotel,,Hilton,,,,,
limited,-122.4173819,37.7840764,hostel,CA,HI San Francisco City Center,Ellis Street,685,San Francisco,http://www.sfhostels.org/city-center,+1-415-474-5721
yes,-122.4052455,37.7908959,hotel,CA,Orchard Garden Hotel,Bush Street,466,San Francisco,https://www.theorchardgardenhotel.com/,(415) 399-9807
yes,-85.5849816,42.9133824,hotel,,Ramada Plaza,,,,,
yes,-98.1230731,29.7013455,hotel,TX,Faust Hotel & Brewing Company,South Seguin Avenue,240,New Braunfels,,
yes,-77.589571,43.1545593,hotel,NY,Strathallan - a DoubleTree by Hilton,East Avenue,550,Rochester,https://www.strathallan.com/,+1 585-461-5010
yes,-88.9668743,42.2685949,hotel,,Candlewood Suites,,,,,
yes,-88.9722159,42.2684761,hotel,IL,La Quinta Inn & Suites Rockford,Walton Street,,Rockford,https://www.wyndhamhotels.com/laquinta/rockford-illinois/la-quinta-rockford/overview,+1 815-227-1300
yes,-88.9694977,42.2731957,hotel,IL,Staybridge Suites Rockford,North Bell School Road,633,Rockford,,
yes,-88.9692195,42.2721652,hotel,IL,Holiday Inn Rockford,East State Street,8550,Rockford,https://www.rockhospitality.com/holiday-inn,+1 815-398-2200
yes,-94.4253051,35.3850081,hotel,AR,Wyndham Fort Smith City Center,Rogers Avenue,700,Fort Smith,https://www.wyndhamhotels.com/wyndham/fort-smith-arkansas/wyndham-fort-smith-city-center/overview?CID=LC:HR::GGL:RIO:National:56264&iata=00093796,+14797831000
yes,-106.4895278,31.7577137,hotel,TX,"Hotel Paso Del Norte, Autograph Collection",Henry Trost Court,10,El Paso,https://www.marriott.com/hotels/travel/elpak-hotel-paso-del-norte-autograph-collection/,+1 915-534-3000
yes,-76.6866258,39.9320498,hotel,PA,Hampton,South Queen Street,2159,York,https://www.hilton.com/en/hotels/mdtyshx-hampton-suites-york-south/,+1 717-741-0900
yes,-80.010714,32.8688772,hotel,,Hampton Inn Charleston-Airport/Coliseum,,,,,
yes,-80.2058566,40.2202909,hotel,PA,Hampton Inn & Suites Pittsburgh-Meadow Lands,Johnson Road,475,Washington,https://www.hilton.com/en/hotels/pitmlhx-hampton-suites-pittsburgh-meadow-lands/,+1 724-222-4014
limited,-80.1290959,25.7925945,hotel,FL,SLS South Beach,Collins Avenue,1701,Miami Beach,https://slshotels.com/south-beach/,+1-305-674-1701
yes,-95.8168555,36.0758763,hotel,OK,Hampton Inn,West Albany Street,2300,Broken Arrow,https://www.hilton.com/en/hotels/tulbahx-hampton-tulsa-broken-arrow/,+1 918-251-6060
yes,-70.0997288,43.8571757,hotel,ME,Hilton Garden Inn,Park Street,5,Freeport,https://hiltongardeninn3.hilton.com/en/hotels/maine/hilton-garden-inn-freeport-downtown-PWMFDGI/index.html,+1 207-865-1433
limited,-73.993094,40.7436363,hotel,NY,Hampton Inn,West 24th Street,108,New York,https://www.hilton.com/en/hotels/nyccshx-hampton-manhattan-chelsea/,+1 212-414-1000
yes,-73.9729533,42.0874368,hotel,NY,Howard Johnson Inn,King's Highway,2764,Saugerties,,(845) 246-9511
yes,-73.9946167,40.7483403,hotel,NY,Holiday Inn Express,West 29th Street,232,New York,https://www.ihg.com/holidayinnexpress/hotels/us/en/new-york/nycny/hoteldetail,+1-212-695-7200
yes,-73.9914088,40.7469639,hotel,NY,DoubleTree,West 29th Street,128,New York,https://www.hilton.com/en/hotels/nyccldt-doubletree-new-york-city-chelsea/,+1 212-564-0994
yes,-72.3133603,43.6293809,hotel,NH,Best Western West Lebanon-Hanover,Airport Road,45,West Lebanon,https://www.bestwestern.com/en_US/book/hotels-in-west-lebanon/best-western-west-lebanon-hanover-hotel/propertyCode.30029.html,+1 603-298-8888
limited,-110.7367006,44.8855404,camp_site,,Indian Creek,,,,,
yes,-73.9779329,40.7643728,hotel,,West 57th Street,West 57th Street,102,New York,https://www3.hilton.com/en/hotels/new-york/west-57th-street-by-hilton-club-NYCWEGV/index.html,+1 212-379-0103
limited,-73.9754184,40.7616252,hotel,,The Peninsula New York,5th Avenue,,New York,,
yes,-73.980507,40.7634549,hotel,NY,The Luxury Collection Hotel Manhattan Midtown,West 54th Street,151,New York,https://www.marriott.com/en-us/hotels/nycmx-the-luxury-collection-hotel-manhattan-midtown/overview/,+1 917 590 5400
yes,-73.9819451,40.7644328,hotel,,Dream Midtown,West 55th Street,210,,https://www.dreamhotels.com/midtown/,+1-212-247-2000
yes,-73.9831941,40.7674829,hotel,NY,6 Columbus,West 58th Street,308,New York,https://www.6columbushotel.com/,+1-212-204-3000
yes,-73.9936688,40.7527452,hotel,NY,The New Yorker,8th Avenue,481,New York,https://www.newyorkerhotel.com/,+1 212-971-0101
yes,-73.9865033,40.7478241,hotel,,The Hotel @ 5th Avenue,West 32nd Street,17,,,+1 212-736-1600
limited,-73.9867054,40.7466211,hotel,NY,Hotel Wolcott,West 31st Street,4,New York,https://www.wolcott.com,+1 212-268-2900
limited,-73.9863456,40.7472697,hotel,NY,nyma,West 32nd Street,6,New York,,+1 212-643-7100
yes,-73.9877177,40.748456,hotel,NY,"Martinique New York on Broadway, Curio Collection by Hilton",West 32nd Street,49,New York,https://www.hilton.com/en/hotels/nyccuqq-martinique-new-york-on-broadway/,+1 212-736-3800
yes,-73.9816235,40.7452724,hotel,,The Marmara Park Avenue,East 32nd Street,112,,https://park.marmaranyc.com,+1 212-603-9000
yes,-73.9917876,40.7558368,hotel,,Element,West 39th Street,311,New York,https://www.marriott.com/en-us/hotels/nycel-element-new-york-times-square-west/overview,+1 212-643-0770
yes,-73.9928689,40.7565937,hotel,NY,Distrikt Hotel,West 40th Street,342,New York,https://www.distrikthoteltimessquare.com/,+1 212-706-6100
yes,-73.9930744,40.7566887,hotel,NY,DoubleTree by Hilton Hotel,West 40th Street,350,New York,https://doubletree3.hilton.com/en/hotels/new-york/doubletree-by-hilton-hotel-new-york-times-square-west-NYCSWDT/index.html,+1 212-607-8888
yes,-73.9928469,40.7562523,hotel,NY,Hampton,West 39th Street,337,New York,https://www.hilton.com/en/hotels/nycmahx-hampton-manhattan-times-square-south/,+1 212-967-2344
yes,-73.9930889,40.7563538,hotel,NY,Holiday Inn Express,West 39th Street,343,New York,https://www.ihg.com/holidayinnexpress/hotels/us/en/new-york/nycws/hoteldetail,+1 212-239-1222
yes,-73.9929719,40.7563047,hotel,NY,Candlewood Suites,West 39th Street,339,New York,https://www.ihg.com/candlewood/hotels/us/en/new-york/nyccw/hoteldetail,+1 212-967-2254
yes,-73.9865477,40.7504237,hotel,NY,Hilton Garden Inn,West 35th Street,63,New York,https://www.hilton.com/en/hotels/nyctfgi-hilton-garden-inn-new-york-west-35th-street/,+1 212-594-3310
yes,-73.9906766,40.7595565,hotel,NY,Ramada,West 44th Street,343,New York,https://www.wyndhamhotels.com/ramada/new-york-new-york/ramada-new-york-times-square-west/overview,+1 212-767-0223
yes,-73.9645712,40.7578685,hotel,NY,AKA Sutton Place,East 56th Street,330,New York,https://www.stayaka.com/locations/sutton_place/default.aspx,+1-212-752-8888
yes,-73.9710102,40.7532196,hotel,,Vanderbilt YMCA,East 47th Street,224,,https://ymcanyc.org/vanderbilt,
yes,-88.0988805,45.5780612,camp_site,WI,Northland Camp & Conference Center,Pike Plains Road,W10085,Dunbar,https://www.northlandcamp.org/,+1 715 324 4200
yes,-73.9719891,40.7565929,hotel,NY,The Benjamin Royal,East 50th Street,125,New York,https://www.sonesta.com/royal-sonesta/ny/new-york/benjamin-royal-sonesta-new-york,+1 212-715-2500
limited,-77.4206517,38.9513316,hotel,,,Coppermine Road,13700,Herndon,,
yes,-73.9780936,40.7554023,hotel,,Gotham Hotel,East 46th Street,16,,,
yes,-73.9925075,40.7564804,hotel,NY,Fairfield Inn & Suites,West 40th Street,330,New York,https://www.marriott.com/hotels/travel/nycfi-fairfield-inn-and-suites-new-york-manhattan-times-square/,+1 212-967-9494
limited,-73.9923481,40.7564136,hotel,NY,Four Points by Sheraton,West 40th Street,326,New York,https://www.marriott.com/hotels/travel/nyctf-four-points-midtown-times-square/,+1 212-967-8585
yes,-73.9916937,40.7561083,hotel,NY,Aliz Hotel,West 40th Street,310,New York,https://www.alizhotel.com/,+1 646-609-5122
yes,-73.9930832,40.7542669,hotel,NY,Homewood Suites by Hilton,West 37th Street,312,New York,https://www.hilton.com/en/hotels/nycmmhw-homewood-suites-new-york-midtown-manhattan-times-square-south-ny/,+1-212-244-0644
yes,-73.9870077,40.7596469,hotel,,Paramount Hotel,West 46th Street,235,,https://www.nycparamount.com/,+1 212-764-5500
yes,-73.9863819,40.7605234,hotel,NY,The Gallivant,West 48th Street,234,New York,https://thegallivantnyc.com/,+1 212-246-8800
yes,-73.9851119,40.7606357,hotel,NY,Crowne Plaza Times Square,Broadway,1605,New York,https://www.cpmanhattantimessquare.com/,
yes,-73.982349,40.7559404,hotel,NY,Algonquin Hotel,West 44th Street,59,New York,https://www.algonquinhotel.com/,
yes,-73.9821093,40.7559358,hotel,NY,City Club Hotel,West 44th Street,55,New York,https://www.cityclubhotel.com/,
yes,-73.980205,40.7559294,hotel,,Citadines Connect,West 45th Street,15,New York,https://www.citadines.com/en/united-states/new-york/citadines-connect-fifth-avenue-new-york.html,+1-212-302-9088
yes,-73.9823932,40.7554052,hotel,NY,Royalton New York,West 44th Street,44,New York,https://www.royaltonhotel.com/,+1 212 869 4400
yes,-73.9837782,40.7577808,hotel,NY,The Muse New York,West 46th Street,130,New York,https://www.themusehotel.com/,+1 212-485-2400
yes,-73.9833872,40.7589411,hotel,NY,Hotel Riu Plaza,West 47th Street,145,New York,https://www.riu.com/en/hotel/usa/new-york/hotel-riu-plaza-manhattan-times-square/,+1 212-706-3170
yes,-73.9825628,40.7612693,hotel,,The Michelangelo,West 51st Street,152,,https://www.michelangelohotel.com/,
yes,-73.981442,40.7623843,hotel,,Sheraton New York Times Square Hotel,,,,http://www.sheratonnewyork.com/,
yes,-73.9690918,40.760518,hotel,,Fitzpatrick,Lexington Avenue,687,New York,https://www.fitzpatrickhotels.com/fitzpatrick-manhattan.shtml,
yes,-73.9695931,40.7607951,hotel,NY,Hotel 57,East 57th Street,130,New York,https://www.hotel57.com/,+1-212-753-8841
yes,-73.9784686,40.7645746,hotel,NY,Le Meridien,West 57th Street,120,New York,https://www.marriott.com/hotels/travel/nycmo-le-meridien-new-york-central-park/,+1 212-830-8000
yes,-85.5377398,42.9065667,hotel,MI,SpringHill Suites,28th Street Southeast,5250,Grand Rapids,https://www.marriott.com/hotels/travel/grrse-springhill-suites-grand-rapids-airport-southeast/,+1 616-464-1130
yes,-85.5377174,42.9076668,hotel,MI,Hampton Inn & Suites,28th Street Southeast,5200,Grand Rapids,https://hamptoninn3.hilton.com/en/hotels/michigan/hampton-inn-and-suites-grand-rapids-airport-28th-st-GRRHSHX/index.html,+1 616-575-9144
yes,-81.4368712,41.6062624,hotel,OH,Courtyard,Maplegrove Road,35103,Willoughby,https://www.marriott.com/hotels/travel/clewb-courtyard-cleveland-willoughby/,+1 440-530-1100
yes,-86.7746061,36.1576455,hotel,TN,Hampton Inn & Suites Nashville Downtown,4th Avenue South,310,Nashville,https://www.hilton.com/en/hotels/bnadthx-hampton-suites-nashville-downtown/,+1 615-277-5000
yes,-86.1032077,42.7889798,hotel,,Haworth Hotel,College Avenue,225,Holland,https://haworthhotel.com,+1 616 395 7200
yes,-84.3686634,33.8443037,hotel,GA,Embassy Suites by Hilton Atlanta Buckhead,Peachtree Road Northeast,3285,Atlanta,https://www.hilton.com/en/hotels/atllxes-embassy-suites-atlanta-buckhead/,+1 404-261-7733
yes,-93.1487606,45.0580097,hotel,MN,Quality Inn & Suites Arden Hills - Saint Paul North,Red Fox Road,1125,Arden Hills,,
yes,-84.3611254,33.8261847,hotel,GA,TownePlace Suites,Sidney Marcus Boulevard Northeast,820,Atlanta,https://www.marriott.com/en-us/hotels/atlbu-towneplace-suites-atlanta-buckhead/overview/,+1 404-949-4820
yes,-84.386411,33.7862024,hotel,GA,Atlanta Marriott Suites Midtown,14th Street Northeast,35,Atlanta,,
yes,-84.3853247,33.7861289,hotel,GA,Four Seasons Hotel,13th Street Northeast,62,Atlanta,https://www.fourseasons.com/atlanta/,
yes,-84.2394604,34.0924555,hotel,GA,Hilton Garden Inn Atlanta North/Alpharetta,Windward Plaza,4025,Alpharetta,https://www.hilton.com/en/hotels/atlalgi-hilton-garden-inn-atlanta-north-alpharetta/,+1 770-360-7766
yes,-85.5324539,42.9121164,hotel,,Best Western Hospitality Hotel & Suites,28th Street Southeast,5500,Grand Rapids,https://www.bestwestern.com/en_US/book/hotels-in-grand-rapids/best-western-hospitality-hotel-suites/propertyCode.23161.html,+1 616-949-8400
yes,-85.5306573,42.9118263,hotel,MI,Baymont Inn & Suites Grand Rapids Airport,Kraft Avenue Southeast,2873,Grand Rapids,https://www.wyndhamhotels.com/baymont/grand-rapids-michigan/baymont-inn-and-suites-grand-rapids-airport/overview,+1 616-426-8095
yes,-83.5238468,42.4887194,hotel,MI,Staybridge Suites Detroit - Novi,Providence Parkway,27000,Novi,https://www.ihg.com/staybridge/hotels/us/en/novi/dttgw/hoteldetail,+1-248-349-4600
yes,-84.3869743,33.7635166,hotel,GA,Hyatt Place Atlanta/Downtown,Peachtree Street Northeast,330,Atlanta,https://www.hyatt.com/en-US/hotel/georgia/hyatt-place-atlanta-downtown/,+1 404-577-1980
yes,-90.1852357,32.3014703,hotel,,Jackson Marriott,East Amite Street,200,Jackson,https://www.marriott.com/hotels/travel/janmc-jackson-marriott/,1-601-969-5100
yes,-73.9665306,40.7986679,hostel,NY,Hostelling International New York City,Amsterdam Avenue,891,New York,http://hinewyork.org/,+1-212-932.2300
yes,-122.2563014,37.8678835,hotel,CA,Graduate Berkeley,Durant Avenue,2600,Berkeley,https://www.graduatehotels.com/berkeley/,+1-510-845-8981
limited,-90.0644519,29.9601584,guest_house,,Bon Maison Guest House,Bourbon Street,835,New Orleans,http://bonmaison.com,
yes,-80.1058197,26.1059666,hotel,,Mariott Harbor Beach,Holiday Drive,3030,Fort Lauderdale,https://www.marriott.com/hotels/travel/fllsb-fort-lauderdale-marriott-harbor-beach-resort-and-spa/,
limited,-122.4478151,38.236907,guest_house,CA,A Captain's House,Millerick Rd.,23355,Sonoma,https://www.larsonfamilywinery.com/,+1 707 938-3031
limited,-122.4628719,38.2934855,guest_house,CA,Sonoma Farmhouse,3rd Street West,446,Sonoma,http://www.sonomafarmhouse.com/,+1 415 309-5070
limited,-122.4761764,38.2945414,hotel,CA,Cinnamon Bear Creekside Inn,Sonoma Highway,19455,Sonoma,https://www.cinnamonbearcreeksideinn.com/,+1 707 935-8100
yes,-122.4823358,38.31302,hotel,CA,Fairmont Sonoma Mission Inn & Spa,Boyes Boulevard,100,Sonoma,https://www.fairmont.com/sonoma/,+1 707 938-9000
yes,-122.688199,38.4517302,hotel,CA,Flamingo Conference Resort & Spa,4th Street,2777,Santa Rosa,https://www.flamingoresort.com/,+1-707-545-8530
yes,-122.5263959,38.363107,hotel,CA,Jack London Lodge,Arnold Drive,13740,Glen Ellen,https://www.jacklondonlodge.com/,+1 707 938-8510
yes,-79.6447116,40.0113045,guest_house,,Seams Like Home,Emerald Valley Road,2010,Vanderbilt,https://seamslikehomeretreat.com/,+17249841399
yes,-98.6422197,29.4411228,hotel,TX,Springhill Suites San Antonio Seaworld/Lackland,Richland Hills Drive,138,San Antonio,https://www.marriott.com/en-us/hotels/satss-springhill-suites-san-antonio-seaworld-lackland/overview/,+1 210-520-6655
yes,-83.354554,42.4975098,hotel,,Extended Stay America,Stansbury Boulevard,27775,Farmington Hills,https://www.extendedstayamerica.com/hotels/mi/detroit/farmington-hills,+1 248 473-4000
yes,-104.9043939,39.7629197,hotel,CO,DoubleTree by Hilton Hotel Denver,Quebec Street,3203,Denver,https://www.hilton.com/en/hotels/rldv-dt-doubletree-denver/,+1 303-321-3333
yes,-81.6546183,41.3951398,hotel,OH,Crowne Plaza Cleveland Independence,Rockside Road,5300,Independence,https://www.wyndhamhotels.com/ramada/independence-ohio/ramada-cleveland-independence/overview,+1 (216) 524-0700
yes,-74.0102166,40.7111301,hotel,NY,Millennium,Church Street,55,New York,https://www.millenniumhotels.com/en/new-york/millennium-downtown-new-york/#/,+1-212-693-2001
yes,-74.0092207,40.7090773,hotel,,Holiday Inn,Nassau Street,51,,https://www.ihg.com/holidayinn/hotels/us/en/new-york/nycmf/hoteldetail,+1 212-227-3007
yes,-74.0123272,40.7038609,hotel,NY,DoubleTree by Hilton,Stone Street,8,New York,https://www.hilton.com/en/hotels/nycbpdt-doubletree-new-york-downtown/,+1 212-480-9100
yes,-74.0102723,40.7045831,hotel,NY,Wall Street Inn,South William Street,9,New York,https://thewallstreetinn.com/,+1 212-747-1500
yes,-75.5634726,39.7306691,hotel,DE,The Westin Wilmington,Shipyard Drive,818,Wilmington,http://www.westinwilmington.com/,(302) 654-2900
yes,-74.0072303,40.7055891,hotel,NY,Holiday Inn Express,Water Street,126,New York,https://www.ihg.com/holidayinnexpress/hotels/us/en/new-york/nycsf/hoteldetail,+1 212-747-9222
yes,-80.862149,35.5956277,hotel,NC,La Quinta Inn & Suites,Regency Center Drive,122,Mooresville,https://www.wyndhamhotels.com/laquinta/mooresville-north-carolina/la-quinta-inn-and-suites-mooresville/overview,+1 980-729-5861
yes,-74.0059632,40.6799991,hotel,NY,The Lodge Red Hook,Seabring Street,17,Brooklyn,https://www.lodgeredhook.com/en/,+1 718-675-5200
yes,-73.9588975,40.7216309,hotel,NY,Arlo Williamsburg,Wythe Avenue,96,Brooklyn,https://arlohotels.com/williamsburg/,+1-718-362-8100
limited,-113.6119174,48.2786787,hotel,,Izaak Walton Inn,,,,https://izaakwaltoninn.com,
yes,-72.7729953,41.5278609,hotel,CT,Comfort Inn,East Main Street,896,Meriden,https://www.choicehotels.com/connecticut/west-haven/econo-lodge-hotels,+1 203-440-9600
yes,-74.0480972,40.7815358,hotel,NJ,Hilton Garden Inn Secaucus/Meadowlands,Route 3 East Service Road,875,Secaucus,https://www.hilton.com/en/hotels/ewrscgi-hilton-garden-inn-secaucus-meadowlands/,+1 201-864-1400
yes,-72.765107,41.5251131,hotel,CT,Hawthorn Suites by Wyndham Hartford Meriden,East Main Street,1149,Meriden,,
yes,-73.9858176,40.7633646,hotel,NY,Hampton,8th Avenue,851,New York,https://hamptoninn3.hilton.com/en/hotels/new-york/hampton-inn-manhattan-times-square-north-NYCMTHX/index.html,+1 212-581-4100
yes,-73.951764,40.7495506,hotel,NY,Wyndham Garden,9th Street,44-29,Long Island City,https://www.wyndhamhotels.com/wyndham-garden/long-island-city-new-york/wyndham-garden-long-island-city/overview,+1-646-835-0874
yes,-81.3787011,28.5589606,hotel,FL,Doubletree by Hilton Hotel Orlando Downtown,South Ivanhoe Boulevard,60,Orlando,https://www.hilton.com/en/hotels/mcooddt-doubletree-orlando-downtown/,+1 407-425-4455
limited,-122.2634007,37.8347085,hotel,CA,Maya Motel,Telegraph Avenue,4715,Oakland,,
yes,-73.7993807,40.667301,hotel,NY,Crowne Plaza,135th Avenue,138-10,Jamaica,https://www.ihg.com/crowneplaza/hotels/us/en/jamaica/nyccj/hoteldetail,+1 718 530 1160
yes,-86.5704423,39.1664984,hotel,IN,Fairfield Inn & Suites Bloomington,Fairfield Drive,120,Bloomington,https://www.marriott.com/en-us/hotels/bmgfi-fairfield-inn-and-suites-bloomington/overview/,+1 812-331-1122
